,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
588,My Memory of Us,32.51,,"Oct  9, 2018","Crunching Koalas, Juggler Games",Action/Platformer/2D,67.0,6.1,E10+,PS4,No Online Multiplayer
589,TurnOn,46.25,,"Jun  1, 2016",Brainy Studio LLC,Action/Platformer/2D,67.0,5.1,-,PC,No Online Multiplayer
590,MXGP: The Official Motocross Videogame,None,,"Nov 18, 2014",Milestone S.r.l,Driving/Racing/Arcade/Motorcycle/Other/Motocross,67.0,6.8,E,PS3,Up to 12
591,Strength of the Sword 3,52.55,,"Dec 10, 2013",Ivent Games,Fantasy/Action Adventure/General/Fantasy,67.0,8.1,E10+,PS3,-
592,Xotic,81.66,,"Sep 16, 2011",WXP,Action/Shooter/Shooter/First-Person/Sci-Fi/Fantasy/Arcade,67.0,7.5,-,PC,-
593,Fantasy Wars,25.01,0.0,"Nov  8, 2007","Ino-Co, 1C:Ino-Co",Strategy/Turn-Based/Fantasy/Fantasy/Tactics,67.0,8.1,T,PC,Up to 4
594,Criminal Girls 2: Party Favors,98.85,0.03,"Sep 22, 2016",Nippon Ichi Software,Role-Playing/General,67.0,8.1,M,PSV,No Online Multiplayer
595,Do Not Fall,36.53,,"Jul 23, 2013","Xpec, XPEC Entertainment Inc.",Action/Platformer/Platformer/3D/3D,67.0,-,E,PS3,Up to 4
596,Digimon World: Dusk,None,0.31,"Sep 18, 2007","Bec, Bandai Namco Games",Role-Playing/General/General/Trainer,67.0,7.8,E,DS,No Online Multiplayer
597,Area 51,,0.0,"Jun  8, 2005",Midway Studios - Austin,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,67.0,6.1,M,PC,16  Online
598,The Punisher,,0.0,"Jan 18, 2005",Volition Inc.,Action/Shooter/Shooter/Third-Person/Modern/Modern/Arcade,67.0,8.4,M,PC,1 Player
599,Spider-Man: Web of Shadows,28.02,0.26,"Oct 21, 2008","Treyarch, Shaba Games",Action/General/General/Beat-'Em-Up/2D,67.0,7.9,T,PS3,No Online Multiplayer
600,Wreckateer,11.77,,"Jul 25, 2012",Iron Galaxy Studios,Action/General/General,67.0,5.5,E10+,X360,-
601,Alex Kidd in Miracle World DX,33.98,,"Jun 22, 2021",Jankenteam,Action/Platformer/2D,67.0,7.8,E,PC,No Online Multiplayer
602,King's Quest Chapter 4: Snow Place Like Home,73.76,,"Sep 27, 2016",The Odd Gentlemen,Adventure/General,67.0,5.4,E10+,PS4,-
603,Beat Sketcher,None,,"Nov 23, 2010",SCE Japan Studio,Action/Miscellaneous/Rhythm/Dancing/Music/Dancing,67.0,5.0,E,PS3,-
604,Panzer Tactics DS,34.99,0.06,"Nov  6, 2007","Sproing Interactive Media, Sproing",Strategy/Turn-Based/Historic/Historic/Tactics,67.0,8.2,E10+,DS,4  Online
605,Rocky: Legends,,,"Sep 28, 2004",Venom Games,Sports/Traditional/Boxing,67.0,5.4,T,Xbox,1-2
606,Mega Man Battle Network 4 Blue Moon,,,"Jun 29, 2004",Capcom,Role-Playing/Action RPG,67.0,8.6,E,Game Boy Advance,1-2
607,Go! Go! Hypergrind,,,"Nov 18, 2003",Poponchi,Sports/Alternative/Skateboarding,67.0,5.8,T,GameCube,1-2
608,Mystic Heroes,,,"Sep 30, 2002",Koei,Action/Beat-'Em-Up,67.0,8.2,T,GameCube,1-4
609,Commandos 2: Men of Courage,,,"Sep 18, 2002",Pyro Studios,Strategy/Real-Time/Historic,67.0,7.1,T,Xbox,1 Player
610,The Operative: No One Lives Forever,,,"Apr 16, 2002",Monolith Productions,Action/Shooter/First-Person/Modern,67.0,8.3,T,PS2,1 Player
611,Gadget Racers,,,"Aug 21, 2001",Barnhouse Effect,Driving/Racing/Kart,67.0,6.9,E,PS2,1-4
612,Alien Breed 2: Assault,None,,"Sep 22, 2010",Team17,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,67.0,5.4,T,X360,1-2
613,WWE 2K18,58.88,0.66,"Oct 13, 2017",Yuke's,Sports/Individual/Combat/Wrestling,67.0,4.6,T,XOne,Up to 6
614,Assassin's Creed II: Bonfire of the Vanities,59.58,,"Feb 18, 2010",Ubisoft Montreal,Action Adventure/Historic/Historic/Open-World,67.0,6.9,M,X360,-
615,Underground,22.33,,"Apr  2, 2015",Grendel Games,Action/General,67.0,7.6,E10+,WiiU,-
616,Rhapsody: A Musical Adventure,34.75,0.05,"Sep 23, 2008",Nippon Ichi Software,Role-Playing/General/General,67.0,7.9,E,DS,1 Player
617,Cobra Kai: The Karate Kid Saga Continues,24.99,,"Oct 27, 2020","GameMill Entertainment, Flux Games",Action/Beat-'Em-Up/2D,67.0,6.7,T,PS4,No Online Multiplayer
618,MTX Mototrax,13.42,0.05,"Jun 28, 2006",Left Field Productions,Driving/Racing/Arcade/Motorcycle/Other/Motocross/Motocross,67.0,-,E,PSP,1-4
619,Nights of Azure,35.52,0.09,"Mar 29, 2016",Gust,Role-Playing/Action RPG,67.0,7.2,T,PS4,No Online Multiplayer
620,Hyperballoid HD,21.01,,"Apr 22, 2010",iSquared Games,Action/General/General/Arcade,67.0,6.8,E,PS3,-
621,Worms Revolution Extreme,61.97,,"Oct  8, 2013",Team17,Strategy/Turn-Based/Fantasy/General/Fantasy,67.0,6.8,E10+,PSV,Up to 4
622,Cursed Mountain,12.09,0.21,"Aug 25, 2009","Deep Silver, Sproing Interactive Media, Sproing",Action Adventure/Modern/Horror/Horror/Survival,67.0,7.5,M,Wii,-
623,Planet Monsters,,,"Dec  6, 2001",Planet Interactive,Action/General,67.0,-,E,Game Boy Advance,-
624,Close Combat: First to Fight,,,"Apr 18, 2005",Destineer,Action/Shooter/Shooter/First-Person/Tactical/Modern/Modern,67.0,4.5,T,PC,8  Online
625,KickBeat,None,,"Sep  3, 2013",Zen Studios,Action/Miscellaneous/Rhythm/Music/Music,67.0,7.3,T,PSV,-
626,Modern Combat: Domination,9.97,,"Jan 18, 2011",Gameloft,Action/Shooter/Shooter/First-Person/Tactical/Modern/Modern,67.0,6.7,T,PS3,-
627,Assassin's Creed Chronicles: China,59.58,,"Apr 21, 2015","Ubisoft, Climax Studios",Historic/Action Adventure/General/Linear,67.0,5.8,T,XOne,-
628,Below,None,,"Dec 14, 2018",Capy Games,Action/Action Adventure/General,67.0,5.3,-,PC,No Online Multiplayer
629,SpinTires,None,1.39,"Jun 12, 2014",Oovee Game Studios,Driving/Rally / Offroad/Simulation/Racing/Vehicle/Automobile/Civilian,67.0,7.8,E,PC,-
630,Assassin's Creed III - The Betrayal,59.58,,"Mar 19, 2013",Ubisoft Quebec,Action Adventure/Historic/Historic/Open-World,67.0,5.2,M,X360,-
631,Nerve,None,,"Feb 18, 2021",Gunfish Games,Action/General/Arcade,67.0,-,-,PC,No Online Multiplayer
632,Port Royale 4,44.99,,"Sep 25, 2020",Gaming Minds Studios,Strategy/Real-Time/General,67.0,-,E10+,PS4,No Online Multiplayer
633,The Council,None,,"Mar 13, 2018",Big Bad Wolf,Adventure/General,67.0,7.8,M,PC,No Online Multiplayer
634,Nine Parchments,None,,"Dec 12, 2017","Frozenbyte, Inc.",Role-Playing/Action RPG,67.0,6.7,E10+,PS4,Up to 4
635,Batman: The Enemy Within - Episode 2: The Pact,75.0,,"Sep 26, 2017",Telltale Games,Adventure/Point-and-Click,67.0,5.3,M,PS4,No Online Multiplayer
636,How We Soar,52.0,,"Nov 29, 2016",Penny Black Studios,Action/General,67.0,5.9,E,PS4,-
637,Scratches,None,0.01,"Mar  8, 2006",Nucleosys,Adventure/General/General/Point-and-Click,67.0,7.8,T,PC,No Online Multiplayer
638,Ninja Gaiden 3: Razor's Edge,53.04,,"Apr  2, 2013",Team Ninja,Action/Action Adventure/Platformer/General/Platformer/3D/3D,67.0,7.1,M,PS3,8  Online
639,PaRappa the Rapper,26.27,0.15,"Jul 17, 2007",Epics,Action/Miscellaneous/Rhythm/Music/Music,67.0,5.8,E,PSP,Up to 4
640,DreamWorks Voltron VR Chronicles,None,,"Sep 26, 2017",Digital Domain,Action/General,67.0,4.5,E10+,PS4,No Online Multiplayer
641,Still Life 2,None,0.02,"Aug 11, 2009",GameCo,Adventure/General/General,67.0,5.6,M,PC,No Online Multiplayer
642,Rhiannon: Curse of the Four Branches,34.36,,"Oct  5, 2008",Arberth Studios,Adventure/3D/First-Person/Modern/Modern,67.0,6.2,T,PC,No Online Multiplayer
643,Shadowrun,12.77,0.53,"May 29, 2007",FASA Studio,Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade,67.0,6.1,M,PC,16  Online
644,Sniper Elite III,17.35,0.74,"Jul  1, 2014",Rebellion,Shooter/Historic/Action/Shooter/Third-Person/Tactical/Historic,67.0,7.0,M,PS4,Up to 12
645,Outward,26.37,,"Mar 26, 2019",Nine Dots Studio,Role-Playing/Action Adventure/General/Survival/Open-World,67.0,7.1,M,PC,Online Multiplayer
646,The Town of Light,32.76,0.03,"Jun  6, 2017","LKA Interactive, LKA",Adventure/3D/First-Person,67.0,6.6,M,PS4,-
647,DOOM 3 BFG Edition,15.72,0.58,"Oct 16, 2012",id Software,Action/Miscellaneous/Shooter/Compilation/First-Person/Sci-Fi,67.0,6.9,M,PS3,Up to 4
648,Gravel,None,0.08,"Feb 27, 2018",Milestone S.r.l,Racing/Arcade/Automobile,67.0,6.4,E,PS4,Up to 8
649,Azkend 2: The World Beneath,None,,"May  3, 2016","10tons Ltd, 10tons",Puzzle/Matching,67.0,-,E,XOne,-
650,Turok Remastered,73.95,,"Dec 17, 2015",Night Dive Studios,Action/Shooter/First-Person/Arcade,67.0,7.5,-,PC,No Online Multiplayer
651,White Day: A Labyrinth Named School,None,0.02,"Aug 22, 2017",ROIGAMES Inc.,Action Adventure/Survival,67.0,7.2,T,PS4,No Online Multiplayer
652,The Bradwell Conspiracy,None,,"Oct  8, 2019",Bossa Studios,Adventure/3D/First-Person,67.0,6.0,T,PS4,No Online Multiplayer
653,"The Lord of the Rings, The Third Age",,,"Nov  2, 2004",Griptonite Games,Strategy/Turn-Based/Fantasy,67.0,8.2,T,Game Boy Advance,1-2
654,Harry Potter and the Prisoner of Azkaban,,,"Jun  2, 2004",EA Games,Action Adventure/Fantasy,67.0,7.6,E,GameCube,1 Player
655,Wakeboarding Unleashed Featuring Shaun Murray,,,"Nov 10, 2003",Small Rockets,Sports/Alternative/Wakeboarding,67.0,-,E,Game Boy Advance,1-4
656,Yu-Gi-Oh! Dungeon Dice Monsters,,,"Feb 12, 2003",Konami,Miscellaneous/Card Battle,67.0,8.0,E,Game Boy Advance,1-2
657,Dragon Ball Z: Budokai,,,"Dec  3, 2002",Dimps Corporation,Action/Fighting/3D,67.0,7.8,T,PS2,1-2
658,RedCard 20-03,,,"Jun 24, 2002",Point of View,Sports/Traditional/Soccer/Arcade,67.0,8.1,E,Xbox,1-4
659,F-14 Tomcat,,,"Sep  2, 2001",Virtucraft,Action/Flight,67.0,8.0,E,Game Boy Advance,1-4
660,Heroes Chronicles: Warlords of the Wasteland,,,"Sep 27, 2000",3DO,Strategy/General/General,67.0,8.1,E,PC,1 Player
661,X: Beyond the Frontier,,,"Jan 26, 2000",Egosoft,Simulation/Sci-Fi/Space/Small Spaceship/Combat,67.0,7.5,T,PC,1 Player
662,The LEGO NINJAGO Movie Video Game,20.04,0.57,"Sep 22, 2017",TT Games,Action Adventure/General/Linear,67.0,6.2,E10+,PS4,No Online Multiplayer
663,Technic Beat,,,"Nov  2, 2004",Arika,Miscellaneous/Rhythm/Music,67.0,-,E,PS2,1-2
664,UFO: Aftershock,,,"Nov 23, 2005",Altar Interactive,Strategy/Turn-Based/Real-Time/Sci-Fi/Sci-Fi/General,67.0,7.7,T,PC,No Online Multiplayer
665,NASCAR '14,96.41,0.11,"Feb 18, 2014",Eutechnyx,GT / Street/Driving/Racing/Simulation/GT / Street/Stock Car/Automobile,67.0,4.7,E,PS3,Up to 16
666,Railworks 3: Train Simulator 2012,19.98,,"Sep 23, 2011",RailSimulator.com,Simulation/Train/Vehicle/Train,67.0,6.8,E,PC,-
667,Real Heroes: Firefighter,31.58,0.64,"Aug  4, 2009",Epicenter Studios,Action/Simulation/General/General/Virtual/Career,67.0,8.3,E10+,Wii,-
668,Marvel's Avengers,13.99,1.01,"Sep  1, 2020","Crystal Dynamics, Eidos Montreal",Action/General,67.0,4.9,T,PS4,Up to 4
669,The Thin Silence,None,,"Apr 27, 2018",TwoPM Studios,Adventure/General,67.0,7.3,-,PC,No Online Multiplayer
670,Manhunt 2,47.26,0.56,"Oct 29, 2007",Rockstar London,Action Adventure/Horror,67.0,8.0,M,PS2,1 Player
671,Might & Magic: Heroes VII,80.36,0.59,"Sep 29, 2015",Limbic Entertainment,Fantasy/Strategy/Turn-Based/General,67.0,4.9,T,PC,No Online Multiplayer
672,Tank Universal: Challenger Eight,8.54,,"Aug 21, 2008",Dialogue Design,Action/Shooter/First-Person/Sci-Fi,67.0,6.7,-,PC,-
673,World Championship Poker 2: Featuring Howard Lederer,,0.0,"Nov  8, 2005",Point of View,Miscellaneous/Parlor/Gambling/Gambling,67.0,-,T,PC,8  Online
674,Looney Tunes: Cartoon Conductor,None,0.04,"Jun 10, 2008",Amaze Entertainment,Action/Miscellaneous/Rhythm/Music/Music,67.0,-,E,DS,-
675,Skyshine's Bedlam,None,,"Sep 16, 2015",Skyshine Games,Strategy/Turn-Based/General,67.0,5.0,-,PC,No Online Multiplayer
676,Batman: The Telltale Series - Episode 5: City of Light,75.0,,"Dec 13, 2016",Telltale Games,Adventure/Point-and-Click,67.0,6.5,M,PS4,-
677,Final Fantasy,12.59,2.5,"Jun 26, 2007",TOSE,Role-Playing/Console-style RPG/Console-style RPG/Japanese-Style,67.0,8.6,E10+,PSP,No Online Multiplayer
678,FIFA Soccer 12,6.08,0.39,"Sep 27, 2011",EA Sports,Sports/Traditional/Team/Soccer/Sim/Sim,67.0,4.2,E,3DS,2  Online
679,"My World, My Way",None,0.04,"Feb  3, 2009",Global A,Role-Playing/General/General,67.0,-,E,DS,1 Player
680,Spider-Man 2,,0.7,"Mar 23, 2005",Vicarious Visions,Action Adventure/Sci-Fi/Sci-Fi/General/Linear,67.0,6.5,T,PSP,No Online Multiplayer
681,MX vs. ATV Untamed,17.7,0.46,"Dec 17, 2007",Rainbow Studios,Driving/Racing/Simulation/Rally / Offroad/Rally / Offroad/Automobile,67.0,6.6,E,PS3,Up to 8
682,NCAA March Madness 07,17.0,0.21,"Jan 17, 2007",EA Canada,Sports/Traditional/Team/Basketball/Sim/Sim,67.0,7.1,E,X360,2  Online
683,Hidden & Dangerous 2: Sabre Squadron,,,"Oct 21, 2004",Illusion Softworks,Action/Shooter/Shooter/First-Person/Tactical/Historic/Historic,67.0,6.7,M,PC,32  Online
684,The Longest Five Minutes,28.96,,"Feb 13, 2018",Nippon Ichi Software,Role-Playing/General/Japanese-Style,67.0,6.4,T,NS,No Online Multiplayer
685,Nickelodeon All-Star Brawl,39.87,,"Oct  5, 2021","Ludosity Interactive, Fair Play Labs",Action/Miscellaneous/Fighting/Party / Minigame/2D,67.0,6.4,E10+,NS,Up to 4
686,Space Invaders Forever,31.23,,"Dec 11, 2020",Taito Corporation,Action/Miscellaneous/Shooter/Compilation/Shoot-'Em-Up/Vertical,67.0,-,E,PS4,Up to 4
687,Warhammer: Chaosbane,18.72,,"Nov 12, 2020",Games Workshop,Role-Playing/Action RPG,67.0,5.5,-,PS5,Up to 4
688,"Warhammer 40,000: Mechanicus",None,,"Jul 17, 2020",Bulwark Studios,Action/Strategy/Turn-Based/General/Tactics,67.0,7.2,-,PS4,No Online Multiplayer
689,Total War: Three Kingdoms - Eight Princes,26.96,,"Aug  8, 2019",Creative Assembly,Strategy/Real-Time/General,67.0,4.2,-,PC,-
690,Rainswept,None,,"Feb  1, 2019",Frostwood Interactive,Adventure/General,67.0,6.8,-,PC,No Online Multiplayer
691,Sky Force Anniversary,70.18,,"Nov  8, 2018",Infinite Dreams Inc.,Action/Shooter/Shoot-'Em-Up/Vertical,67.0,7.5,E10+,NS,No Online Multiplayer
692,Transference,None,,"Sep 18, 2018",SpectreVision,Adventure/3D/First-Person,67.0,5.0,M,XOne,No Online Multiplayer
693,Guns of Icarus Alliance,88.37,,"May  1, 2018",Muse Games,Simulation/Space/Combat,67.0,3.7,T,PS4,Up to 32
694,Urban Trial Playground,None,,"Apr  5, 2018","Teyon, Tate Multimedia",Sports/Individual/Other/Biking,67.0,6.4,E,NS,No Online Multiplayer
695,Rad Rodgers,14.95,0.02,"Feb 21, 2018",Slipgate Studios LLC,3D/Action/Platformer/2D,67.0,5.9,M,XOne,No Online Multiplayer
696,Max: The Curse of Brotherhood,32.98,,"Nov  8, 2017",Wired Productions,Action Adventure/General,67.0,5.8,E10+,PS4,No Online Multiplayer
697,Shiness: The Lightning Kingdom,20.9,,"Apr 18, 2017",Enigami,Role-Playing/Action RPG,67.0,6.8,T,PS4,-
698,Resident Evil 7: biohazard - Banned Footage Vol. 2,84.32,,"Feb 14, 2017",Capcom,Action Adventure/Survival,67.0,6.9,M,PS4,-
699,Super Mutant Alien Assault,None,,"Jul 12, 2016","Cybernate, Chris Suffern",Action/Platformer/2D,67.0,3.8,T,PS4,-
700,TurnOn,46.25,,"Jun  1, 2016",Brainy Studio LLC,Action/Platformer/2D,67.0,7.0,E,XOne,-
701,Legend of Kay Anniversary,29.99,0.07,"Jul 28, 2015","Neon Studios, Kaiko",Action Adventure/General/Linear,67.0,6.9,E10+,WiiU,-
702,Magical Beat,None,,"Jun 17, 2014",Arc System Works,Action/Miscellaneous/Rhythm/Music,67.0,6.3,E,PSV,-
703,Strike Suit Zero: Director's Cut,26.45,,"Apr  8, 2014",Born Ready Games,Action/Simulation/Flight/Combat,67.0,5.6,E10+,XOne,-
704,The Showdown Effect,37.06,,"Mar  5, 2013",Arrowhead Game Studios,Action/General/General,67.0,7.0,-,PC,-
705,Primal Carnage,73.49,0.19,"Oct 29, 2012",Lukewarm Media,Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade,67.0,7.6,-,PC,Online Multiplayer
706,Growlanser: Wayfarer of Time,None,0.06,"Jul 31, 2012",Career Soft,Role-Playing/Strategy/Turn-Based/General/General/Tactics,67.0,8.6,T,PSP,No Online Multiplayer
707,The Sims Medieval: Pirates & Nobles,None,0.15,"Aug 30, 2011",The Sims Studio,Simulation/Miscellaneous/General/Virtual/Virtual Life,67.0,4.8,T,PC,No Online Multiplayer
708,Operation Flashpoint: Red River,5.84,0.32,"Jun  7, 2011",Codemasters,Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,67.0,6.6,M,PS3,Up to 4
709,Phoenix Wright: Ace Attorney,37.55,,"Jan 11, 2010",Capcom,Adventure/First-Person/Visual Novel/Modern/Modern,67.0,8.7,T,Wii,No Online Multiplayer
710,Codename Panzers: Cold War,6.5,,"Mar 10, 2009",Stormregion,Strategy/Real-Time/Military/General/Military,67.0,5.8,T,PC,-
711,The King of Fighters Collection: The Orochi Saga,64.0,0.2,"Oct 28, 2008",Terminal Reality,Miscellaneous/Compilation,67.0,7.9,T,PS2,-
712,MLB Power Pros 2008,21.49,0.15,"Jul 29, 2008",Konami,Sports/Traditional/Baseball/Arcade,67.0,8.5,E,PS2,1-2
713,MySims,15.5,3.66,"Sep 18, 2007",TOSE,Simulation/Miscellaneous/Virtual Life/Virtual/Virtual Life,67.0,7.0,E,DS,1 Player
714,Pokemon Mystery Dungeon: Red Rescue Team,25.47,,"Sep 18, 2006",ChunSoft,Role-Playing/Console-style RPG,67.0,8.3,E,Game Boy Advance,1 Player
715,World Championship Pool 2004,,,"Dec  9, 2003",Blade Interactive,Miscellaneous/Parlor/Billiards,67.0,-,E,Xbox,1-2
716,Mission: Impossible: Operation Surma,,,"Dec  2, 2003",Paradigm Entertainment,Action Adventure/Modern,67.0,5.7,T,Xbox,1 Player
717,Freestyle Metal X,,,"Jun 27, 2003",Deibus Studios,Driving/Racing/Motorcycle/Motocross,67.0,8.3,T,PS2,1-8
718,Mystic Heroes,,,"Nov 24, 2002",Koei,Action/Beat-'Em-Up,67.0,8.7,T,PS2,1-4
719,High Heat Major League Baseball 2003,,,"Mar 11, 2002",3DO,Sports/Traditional/Team/Baseball/Sim/Sim,67.0,7.3,E,PC,1-2
720,Dave Mirra Freestyle BMX: Maximum Remix,,,"May 21, 2001","Z-Axis, Ltd.",Sports/Alternative/Biking,67.0,7.3,E,PlayStation,-
721,Dracula: The Resurrection,,,"Jun 14, 2000",Canal+ Multimedia,Adventure/First-Person/Point-and-Click/Modern/Fantasy/Modern,67.0,6.8,M,PC,No Online Multiplayer
722,Mystical Ninja starring Goemon,,,"Mar 31, 1998",Konami Computer Entertainment Osaka,Action/General,67.0,8.4,E,Nintendo 64,1 Player
723,Elex,17.32,0.25,"Oct 17, 2017",Piranha Bytes,Role-Playing/Western-Style,67.0,7.0,M,PC,No Online Multiplayer
724,Transformers: Autobots,25.0,1.24,"Jun 19, 2007",Vicarious Visions,Action Adventure/Sci-Fi/Sci-Fi/General,67.0,7.3,E10+,DS,1-4
725,Fate/Extella: The Umbral Star,52.74,0.27,"Jan 17, 2017",Marvelous Inc.,Action/Beat-'Em-Up/3D,67.0,7.0,T,PS4,No Online Multiplayer
726,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,50.22,,"Nov 13, 2012",WayForward,Miscellaneous/Action Adventure/Fantasy/General/General/Fantasy,67.0,7.2,E10+,3DS,-
727,Legacy of Ys: Books I & II,None,0.02,"Feb 24, 2009",Interchannel-Holon,Role-Playing/Miscellaneous/Action RPG/Compilation/Compilation,67.0,5.5,T,DS,-
728,ZooCube,,,"May  5, 2002",PuzzleKings,Miscellaneous/Puzzle/General,67.0,6.7,E,GameCube,1-4
729,Ar nosurge: Ode to an Unborn Star,57.86,0.17,"Sep 23, 2014",Gust,Role-Playing/General/Japanese-Style,67.0,8.0,T,PS3,No Online Multiplayer
730,Romance of the Three Kingdoms XIII,23.0,0.1,"Jul  5, 2016",Koei Tecmo Games,Strategy/Turn-Based/4X,67.0,7.1,E10+,PS4,No Online Multiplayer
731,Sega Superstars Tennis,16.75,2.89,"Mar 18, 2008",Sumo Digital,Sports/Traditional/Individual/Tennis/Tennis,67.0,7.1,E10+,X360,Up to 8
732,Blazing Angels: Squadrons of WWII,9.0,0.67,"Dec 12, 2006",Ubisoft,Simulation/Flight/WWII/WWII/Combat,67.0,6.9,T,PS3,Up to 16
733,Mount & Blade: Warband,None,,"Sep 13, 2016","Koch Media, Taleworlds Entertainment",Role-Playing/Western-Style,67.0,8.1,T,PS4,Up to 64
734,Say No! More,None,,"Apr  9, 2021",Fizbin,Adventure/General,67.0,7.2,-,NS,No Online Multiplayer
735,"Warhammer 40,000: Inquisitor - Martyr",28.08,0.14,"Jun  5, 2018",NeocoreGames,Strategy/Real-Time/General,67.0,6.6,M,PC,Online Multiplayer
736,Galleon: Islands of Mystery,,,"Aug  3, 2004",Confounding Factor,Action Adventure/Fantasy,67.0,6.7,T,Xbox,1 Player
737,Cleopatra: Riddle of the Tomb,13.75,,"Mar 31, 2008",Dreamcatcher,Adventure/3D/First-Person/Fantasy/Fantasy,67.0,-,T,PC,No Online Multiplayer
738,The Club,10.76,0.0,"Feb 19, 2008",Bizarre Creations,Action/Shooter/Shooter/Third-Person/Modern/Modern/Arcade,67.0,5.9,M,PC,Up to 8
739,Call of Cthulhu,29.78,0.0,"Oct 29, 2018","Cyanide, Cyanide Studios",Role-Playing/General,67.0,6.7,M,PC,No Online Multiplayer
740,MySims SkyHeroes,10.23,0.3,"Sep 28, 2010","Electronic Arts, Behaviour Interactive",Simulation/Miscellaneous/Virtual Life/Virtual/Virtual Life,67.0,5.3,E10+,Wii,-
741,Nerf N-Strike Elite,22.84,1.0,"Oct 26, 2009",EA Salt Lake,Action/Shooter/Shooter/Light Gun/Light Gun,67.0,4.5,E10+,Wii,-
742,Fuel,23.94,0.02,"Jun 23, 2009",Asobo Studio,Driving/Racing/General/General,67.0,6.8,E,PC,-
743,Mahjong Cub3d,None,0.09,"Oct 11, 2011",SunSoft,Miscellaneous/Puzzle/Puzzle/Matching/Board Games/Board / Card Game/General/General,67.0,5.3,E,3DS,No Online Multiplayer
744,Resident Evil Code: Veronica X HD,84.32,,"Sep 27, 2011",Capcom,Action Adventure/Horror/Horror/Survival,67.0,8.4,M,X360,1 Player
745,SimCity Creator,9.5,0.46,"Sep 22, 2008",Electronic Arts,Strategy/Breeding/Constructing/General/Management/Breeding/Constructing/Government,67.0,6.6,E,Wii,1 Player
746,Pro Cycling Manager Season 2014: Le Tour de France,14.46,,"Jun 19, 2014",Cyanide,Sports/Alternative/Individual/Biking,67.0,6.9,-,PC,-
747,Siege Survival: Gloria Victis,28.6,,"May 18, 2021",FishTankStudio,Role-Playing/General,67.0,6.0,-,PC,No Online Multiplayer
748,Exit the Gungeon,None,,"Mar 17, 2020",Dodge Roll,Action/Platformer/2D,67.0,6.5,-,PC,No Online Multiplayer
749,Weedcraft Inc,None,,"Apr 11, 2019",Vile Monarch,Strategy/Management/Business / Tycoon,67.0,6.9,-,PC,No Online Multiplayer
750,Tony Hawk's Project 8,15.38,,"Nov  7, 2006",Shaba Games,Sports/Alternative/Skateboarding,67.0,4.8,T,Xbox,1-2
751,"Warhammer 40,000: Kill Team",None,,"Jul 13, 2011",THQ Warrington,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,67.0,7.0,T,X360,1 Player
752,Neptunia ReVerse,41.73,,"Jun  8, 2021",Compile Heart,Role-Playing/Japanese-Style,67.0,-,T,PS5,No Online Multiplayer
753,Genesis Alpha One,11.0,,"Jan 29, 2019",Radiation Blue,Action/Shooter/First-Person/Arcade,67.0,4.8,M,PC,No Online Multiplayer
754,Bus Simulator 18,None,,"Jun 13, 2018",stillalive studios,Simulation/Vehicle/Civilian,67.0,6.2,-,PC,Up to 4
755,Disneyland Adventures,18.28,0.07,"Oct 31, 2017",Asobo Studio,Action Adventure/General,67.0,5.6,E10+,XOne,No Online Multiplayer
756,The Walking Dead: Michonne - A Telltale Miniseries,22.56,,"Apr 26, 2016","Skybound LLC, Skybound Games",Adventure/3D/Third-Person,67.0,6.4,M,PC,No Online Multiplayer
757,Bust-A-Move Deluxe,None,0.14,"Apr  4, 2006",Taito Corporation,Miscellaneous/Puzzle/Puzzle/Puzzle/Matching/Matching,67.0,-,E,PSP,2
